"year","seasons","districts","crop_type","production","arable_size","air_temp","atm_pressure","evapo_trans","humidity","l_stemp","ndvi","rainfall","soil_moisture","solar_rad","wind_force"
2021,"Season B","Nyaruguru","Cassava",20763.86,3675,19.93,771.9,0.29,67.76,20.99,0,115.48,0.58,327.88,-0.6
2018,"Season B","Nyaruguru","irish_potatoes",1341.22,7423.19,19.97,787.15,0.25,64.69,20.98,0.04,120.08,0.41,326,-0.7
2019,"Season B","Nyaruguru","irish_potatoes",6038,1238,20.65,786.85,0.29,65.13,21.58,0.08,89.6,0.56,330.95,-0.7
2020,"Season B","Nyaruguru","irish_potatoes",10156.82,1423.51,20.05,789.84,0.27,68.38,21.15,0.1,89.52,0.7,328.77,-0.97
2021,"Season B","Nyaruguru","irish_potatoes",11233.6,1617.54,19.93,771.9,0.29,67.76,20.99,0,115.48,0.58,327.88,-0.6
2018,"Season B","Nyaruguru","Maize",276.55,453.43,19.97,787.15,0.25,64.69,20.98,0.04,120.08,0.41,326,-0.7
2019,"Season B","Nyaruguru","Maize",741,508,20.65,786.85,0.29,65.13,21.58,0.08,89.6,0.56,330.95,-0.7
2020,"Season B","Nyaruguru","Maize",946.78,487.76,20.05,789.84,0.27,68.38,21.15,0.1,89.52,0.7,328.77,-0.97
2021,"Season B","Nyaruguru","Maize",874.61,513.11,19.93,771.9,0.29,67.76,20.99,0,115.48,0.58,327.88,-0.6
2018,"Season B","Nyaruguru","Sorghum",2678.04,2655.19,19.97,787.15,0.25,64.69,20.98,0.04,120.08,0.41,326,-0.7
2019,"Season B","Nyaruguru","Sorghum",2537,2809,20.65,786.85,0.29,65.13,21.58,0.08,89.6,0.56,330.95,-0.7
2020,"Season B","Nyaruguru","Sorghum",2503.83,3722.6,20.05,789.84,0.27,68.38,21.15,0.1,89.52,0.7,328.77,-0.97
2021,"Season B","Nyaruguru","Sorghum",2320.87,3676.87,19.93,771.9,0.29,67.76,20.99,0,115.48,0.58,327.88,-0.6
2018,"Season B","Nyaruguru","soya",1031.6,344.67,19.97,787.15,0.25,64.69,20.98,0.04,120.08,0.41,326,-0.7
2019,"Season B","Nyaruguru","soya",261,571,20.65,786.85,0.29,65.13,21.58,0.08,89.6,0.56,330.95,-0.7
2021,"Season B","Nyaruguru","soya",466.77,823.4,19.93,771.9,0.29,67.76,20.99,0,115.48,0.58,327.88,-0.6
2018,"Season B","Nyaruguru","sweet_potatoes",3264.59,27194.39,19.97,787.15,0.25,64.69,20.98,0.04,120.08,0.41,326,-0.7
2019,"Season B","Nyaruguru","sweet_potatoes",28443,3710,20.65,786.85,0.29,65.13,21.58,0.08,89.6,0.56,330.95,-0.7
2020,"Season B","Nyaruguru","sweet_potatoes",31619.92,3680.55,20.05,789.84,0.27,68.38,21.15,0.1,89.52,0.7,328.77,-0.97
2021,"Season B","Nyaruguru","sweet_potatoes",32234.33,4037.74,19.93,771.9,0.29,67.76,20.99,0,115.48,0.58,327.88,-0.6
2018,"Season B","Nyaruguru","vegetables",5884.59,3999.96,19.97,787.15,0.25,64.69,20.98,0.04,120.08,0.41,326,-0.7
2018,"Season B","Nyaruguru","vegetables",283.11,1483.26,19.97,787.15,0.25,64.69,20.98,0.04,120.08,0.41,326,-0.7
2019,"Season B","Nyaruguru","vegetables",2454,208,20.65,786.85,0.29,65.13,21.58,0.08,89.6,0.56,330.95,-0.7
2020,"Season B","Nyaruguru","vegetables",2710.81,230.83,20.05,789.84,0.27,68.38,21.15,0.1,89.52,0.7,328.77,-0.97
2021,"Season B","Nyaruguru","vegetables",3222.38,317.71,19.93,771.9,0.29,67.76,20.99,0,115.48,0.58,327.88,-0.6
2018,"Season B","Nyaruguru","yams",833.85,6718.24,19.97,787.15,0.25,64.69,20.98,0.04,120.08,0.41,326,-0.7
2019,"Season B","Nyaruguru","yams",3171,284,20.65,786.85,0.29,65.13,21.58,0.08,89.6,0.56,330.95,-0.7
2020,"Season B","Nyaruguru","yams",3677.14,328.46,20.05,789.84,0.27,68.38,21.15,0.1,89.52,0.7,328.77,-0.97
2021,"Season B","Nyaruguru","yams",3736.95,354.52,19.93,771.9,0.29,67.76,20.99,0,115.48,0.58,327.88,-0.6
2018,"Season B","Rubavu","banana",556.18,2380.97,19.34,787.15,0.23,65.65,20.47,0.12,150.35,0.34,321.46,-0.65
2018,"Season B","Rubavu","banana",30.29,200.86,19.34,787.15,0.23,65.65,20.47,0.12,150.35,0.34,321.46,-0.65
2018,"Season B","Rubavu","banana",200.67,278.1,19.34,787.15,0.23,65.65,20.47,0.12,150.35,0.34,321.46,-0.65
2019,"Season B","Rubavu","banana",3008,568,19.95,786.87,0.28,65.52,20.93,0.11,92.53,0.51,325.86,-0.68
2020,"Season B","Rubavu","banana",3001.47,366.66,19.48,789.75,0.28,68.78,20.64,0.08,94.83,0.68,324.41,-0.96
2020,"Season B","Rubavu","banana",1912.78,278.76,19.48,789.75,0.28,68.78,20.64,0.08,94.83,0.68,324.41,-0.96
2020,"Season B","Rubavu","banana",6509.29,1527.37,19.48,789.75,0.28,68.78,20.64,0.08,94.83,0.68,324.41,-0.96
2021,"Season B","Rubavu","banana",3159.21,834.7,19.41,771.84,0.3,67.19,20.53,0.17,126.3,0.55,323.43,-0.63
2021,"Season B","Rubavu","banana",1843.98,254.41,19.41,771.84,0.3,67.19,20.53,0.17,126.3,0.55,323.43,-0.63
2021,"Season B","Rubavu","banana",6629.15,1304.33,19.41,771.84,0.3,67.19,20.53,0.17,126.3,0.55,323.43,-0.63
2018,"Season B","Rubavu","beans",31.33,0.12,19.34,787.15,0.23,65.65,20.47,0.12,150.35,0.34,321.46,-0.65
2018,"Season B","Rubavu","beans",2580.3,2215.08,19.34,787.15,0.23,65.65,20.47,0.12,150.35,0.34,321.46,-0.65
2019,"Season B","Rubavu","beans",3295,2898,19.95,786.87,0.28,65.52,20.93,0.11,92.53,0.51,325.86,-0.68
2020,"Season B","Rubavu","beans",95.52,156.96,19.48,789.75,0.28,68.78,20.64,0.08,94.83,0.68,324.41,-0.96
2020,"Season B","Rubavu","beans",2872.24,3280.49,19.48,789.75,0.28,68.78,20.64,0.08,94.83,0.68,324.41,-0.96
2021,"Season B","Rubavu","beans",173.28,446.88,19.41,771.84,0.3,67.19,20.53,0.17,126.3,0.55,323.43,-0.63
2021,"Season B","Rubavu","beans",3428.4,3444.03,19.41,771.84,0.3,67.19,20.53,0.17,126.3,0.55,323.43,-0.63
2018,"Season B","Rubavu","Cassava",30.51,89.38,19.34,787.15,0.23,65.65,20.47,0.12,150.35,0.34,321.46,-0.65
2020,"Season B","Rubavu","Cassava",4154.72,593.21,19.48,789.75,0.28,68.78,20.64,0.08,94.83,0.68,324.41,-0.96
2021,"Season B","Rubavu","Cassava",2335.27,422.07,19.41,771.84,0.3,67.19,20.53,0.17,126.3,0.55,323.43,-0.63
2018,"Season B","Rubavu","irish_potatoes",6522.22,55628.51,19.34,787.15,0.23,65.65,20.47,0.12,150.35,0.34,321.46,-0.65
2019,"Season B","Rubavu","irish_potatoes",78815,6154,19.95,786.87,0.28,65.52,20.93,0.11,92.53,0.51,325.86,-0.68
2020,"Season B","Rubavu","irish_potatoes",66603.59,5868.17,19.48,789.75,0.28,68.78,20.64,0.08,94.83,0.68,324.41,-0.96
2021,"Season B","Rubavu","irish_potatoes",71273.4,6572.16,19.41,771.84,0.3,67.19,20.53,0.17,126.3,0.55,323.43,-0.63
2018,"Season B","Rubavu","Maize",1145.53,1354.17,19.34,787.15,0.23,65.65,20.47,0.12,150.35,0.34,321.46,-0.65
2019,"Season B","Rubavu","Maize",2499,1233,19.95,786.87,0.28,65.52,20.93,0.11,92.53,0.51,325.86,-0.68
2020,"Season B","Rubavu","Maize",2742.58,1416.31,19.48,789.75,0.28,68.78,20.64,0.08,94.83,0.68,324.41,-0.96
2021,"Season B","Rubavu","Maize",3240.33,1752.96,19.41,771.84,0.3,67.19,20.53,0.17,126.3,0.55,323.43,-0.63
2018,"Season B","Rubavu","Sorghum",1198.34,3102.07,19.34,787.15,0.23,65.65,20.47,0.12,150.35,0.34,321.46,-0.65
2019,"Season B","Rubavu","Sorghum",1276,716,19.95,786.87,0.28,65.52,20.93,0.11,92.53,0.51,325.86,-0.68
2020,"Season B","Rubavu","Sorghum",1052.5,626.23,19.48,789.75,0.28,68.78,20.64,0.08,94.83,0.68,324.41,-0.96
2021,"Season B","Rubavu","Sorghum",777.06,439.25,19.41,771.84,0.3,67.19,20.53,0.17,126.3,0.55,323.43,-0.63
2020,"Season B","Rubavu","soya",163.18,140.57,19.48,789.75,0.28,68.78,20.64,0.08,94.83,0.68,324.41,-0.96
2021,"Season B","Rubavu","soya",148.87,150.25,19.41,771.84,0.3,67.19,20.53,0.17,126.3,0.55,323.43,-0.63
2018,"Season B","Rubavu","sweet_potatoes",490.5,2667.94,19.34,787.15,0.23,65.65,20.47,0.12,150.35,0.34,321.46,-0.65
2019,"Season B","Rubavu","sweet_potatoes",3580,581,19.95,786.87,0.28,65.52,20.93,0.11,92.53,0.51,325.86,-0.68
2020,"Season B","Rubavu","sweet_potatoes",4044.49,644.17,19.48,789.75,0.28,68.78,20.64,0.08,94.83,0.68,324.41,-0.96
2021,"Season B","Rubavu","sweet_potatoes",4428.2,698.48,19.41,771.84,0.3,67.19,20.53,0.17,126.3,0.55,323.43,-0.63
2018,"Season B","Rubavu","vegetables",2892.34,2558.3,19.34,787.15,0.23,65.65,20.47,0.12,150.35,0.34,321.46,-0.65
2018,"Season B","Rubavu","vegetables",1135.39,15425.67,19.34,787.15,0.23,65.65,20.47,0.12,150.35,0.34,321.46,-0.65
2019,"Season B","Rubavu","vegetables",28278,1279,19.95,786.87,0.28,65.52,20.93,0.11,92.53,0.51,325.86,-0.68
2020,"Season B","Rubavu","vegetables",31250.59,2269.5,19.48,789.75,0.28,68.78,20.64,0.08,94.83,0.68,324.41,-0.96
2021,"Season B","Rubavu","vegetables",32504.79,2259.83,19.41,771.84,0.3,67.19,20.53,0.17,126.3,0.55,323.43,-0.63
2018,"Season B","Rubavu","yams",65.51,640.31,19.34,787.15,0.23,65.65,20.47,0.12,150.35,0.34,321.46,-0.65
2019,"Season B","Rubavu","yams",1075,176,19.95,786.87,0.28,65.52,20.93,0.11,92.53,0.51,325.86,-0.68
2020,"Season B","Rubavu","yams",1001.14,175.6,19.48,789.75,0.28,68.78,20.64,0.08,94.83,0.68,324.41,-0.96
2021,"Season B","Rubavu","yams",1008.07,190.78,19.41,771.84,0.3,67.19,20.53,0.17,126.3,0.55,323.43,-0.63
2018,"Season B","Ruhango","banana",470.12,950.13,20.33,787.15,0.21,64.07,21.36,0.14,125.85,0.26,327.42,-0.53
2018,"Season B","Ruhango","banana",1957.32,2371.77,20.33,787.15,0.21,64.07,21.36,0.14,125.85,0.26,327.42,-0.53
2018,"Season B","Ruhango","banana",4342.68,11436.84,20.33,787.15,0.21,64.07,21.36,0.14,125.85,0.26,327.42,-0.53
2019,"Season B","Ruhango","banana",14746,7025,21.19,786.74,0.22,62.48,22.34,0.03,84.5,0.45,332.89,-0.59
2020,"Season B","Ruhango","banana",2321.8,522.79,20.31,789.87,0.3,68.16,21.45,0.09,97.88,0.56,331.2,-0.66
2020,"Season B","Ruhango","banana",2507.48,819.6,20.31,789.87,0.3,68.16,21.45,0.09,97.88,0.56,331.2,-0.66
2020,"Season B","Ruhango","banana",12578.95,5710.24,20.31,789.87,0.3,68.16,21.45,0.09,97.88,0.56,331.2,-0.66
2021,"Season B","Ruhango","banana",2271.58,528.8,20.64,771.73,0.26,63.36,22,0.08,103.4,0.45,330.12,-0.45
2021,"Season B","Ruhango","banana",2506.78,846.22,20.64,771.73,0.26,63.36,22,0.08,103.4,0.45,330.12,-0.45
2021,"Season B","Ruhango","banana",12842.42,3856.62,20.64,771.73,0.26,63.36,22,0.08,103.4,0.45,330.12,-0.45
2018,"Season B","Ruhango","beans",8301.99,4739.91,20.33,787.15,0.21,64.07,21.36,0.14,125.85,0.26,327.42,-0.53
2018,"Season B","Ruhango","beans",2570.59,1552.24,20.33,787.15,0.21,64.07,21.36,0.14,125.85,0.26,327.42,-0.53
2019,"Season B","Ruhango","beans",8110,9786,21.19,786.74,0.22,62.48,22.34,0.03,84.5,0.45,332.89,-0.59
2021,"Season B","Ruhango","beans",4873.84,8155.22,20.64,771.73,0.26,63.36,22,0.08,103.4,0.45,330.12,-0.45
2021,"Season B","Ruhango","beans",2598,3524.29,20.64,771.73,0.26,63.36,22,0.08,103.4,0.45,330.12,-0.45
2018,"Season B","Ruhango","Cassava",23493.01,93145.52,20.33,787.15,0.21,64.07,21.36,0.14,125.85,0.26,327.42,-0.53
2019,"Season B","Ruhango","Cassava",115618,21806,21.19,786.74,0.22,62.48,22.34,0.03,84.5,0.45,332.89,-0.59
2020,"Season B","Ruhango","Cassava",122035.37,32901.49,20.31,789.87,0.3,68.16,21.45,0.09,97.88,0.56,331.2,-0.66
2021,"Season B","Ruhango","Cassava",128115.05,17309.18,20.64,771.73,0.26,63.36,22,0.08,103.4,0.45,330.12,-0.45
2018,"Season B","Ruhango","irish_potatoes",334.24,467.05,20.33,787.15,0.21,64.07,21.36,0.14,125.85,0.26,327.42,-0.53
2019,"Season B","Ruhango","irish_potatoes",1061,263,21.19,786.74,0.22,62.48,22.34,0.03,84.5,0.45,332.89,-0.59
2020,"Season B","Ruhango","irish_potatoes",850.25,229.71,20.31,789.87,0.3,68.16,21.45,0.09,97.88,0.56,331.2,-0.66
2021,"Season B","Ruhango","irish_potatoes",915.94,250.1,20.64,771.73,0.26,63.36,22,0.08,103.4,0.45,330.12,-0.45
2018,"Season B","Ruhango","Maize",1390.11,961.69,20.33,787.15,0.21,64.07,21.36,0.14,125.85,0.26,327.42,-0.53
2019,"Season B","Ruhango","Maize",1040,1013,21.19,786.74,0.22,62.48,22.34,0.03,84.5,0.45,332.89,-0.59
2020,"Season B","Ruhango","Maize",1041.57,1017.88,20.31,789.87,0.3,68.16,21.45,0.09,97.88,0.56,331.2,-0.66
2021,"Season B","Ruhango","Maize",824.97,788.69,20.64,771.73,0.26,63.36,22,0.08,103.4,0.45,330.12,-0.45
2018,"Season B","Ruhango","Sorghum",2533.94,2637.85,20.33,787.15,0.21,64.07,21.36,0.14,125.85,0.26,327.42,-0.53
2019,"Season B","Ruhango","Sorghum",2041,2134,21.19,786.74,0.22,62.48,22.34,0.03,84.5,0.45,332.89,-0.59
2020,"Season B","Ruhango","Sorghum",2298.84,3489.71,20.31,789.87,0.3,68.16,21.45,0.09,97.88,0.56,331.2,-0.66
2021,"Season B","Ruhango","Sorghum",2627.57,3137.68,20.64,771.73,0.26,63.36,22,0.08,103.4,0.45,330.12,-0.45
2018,"Season B","Ruhango","soya",3504.48,903.96,20.33,787.15,0.21,64.07,21.36,0.14,125.85,0.26,327.42,-0.53
2019,"Season B","Ruhango","soya",670,1641,21.19,786.74,0.22,62.48,22.34,0.03,84.5,0.45,332.89,-0.59
2021,"Season B","Ruhango","soya",1123.22,2160.89,20.64,771.73,0.26,63.36,22,0.08,103.4,0.45,330.12,-0.45
2018,"Season B","Ruhango","sweet_potatoes",3785.36,25993.07,20.33,787.15,0.21,64.07,21.36,0.14,125.85,0.26,327.42,-0.53
2019,"Season B","Ruhango","sweet_potatoes",12061,2801,21.19,786.74,0.22,62.48,22.34,0.03,84.5,0.45,332.89,-0.59
2020,"Season B","Ruhango","sweet_potatoes",12606.24,2900.95,20.31,789.87,0.3,68.16,21.45,0.09,97.88,0.56,331.2,-0.66
2021,"Season B","Ruhango","sweet_potatoes",11292.82,2844.95,20.64,771.73,0.26,63.36,22,0.08,103.4,0.45,330.12,-0.45
2018,"Season B","Ruhango","vegetables",15805.38,7921.44,20.33,787.15,0.21,64.07,21.36,0.14,125.85,0.26,327.42,-0.53
2018,"Season B","Ruhango","vegetables",297.73,2076.38,20.33,787.15,0.21,64.07,21.36,0.14,125.85,0.26,327.42,-0.53
2019,"Season B","Ruhango","vegetables",1980,257,21.19,786.74,0.22,62.48,22.34,0.03,84.5,0.45,332.89,-0.59
2020,"Season B","Ruhango","vegetables",3288.25,478.37,20.31,789.87,0.3,68.16,21.45,0.09,97.88,0.56,331.2,-0.66
2021,"Season B","Ruhango","vegetables",2952.68,313.12,20.64,771.73,0.26,63.36,22,0.08,103.4,0.45,330.12,-0.45
2018,"Season B","Ruhango","yams",807.64,3880.8,20.33,787.15,0.21,64.07,21.36,0.14,125.85,0.26,327.42,-0.53
2019,"Season B","Ruhango","yams",2875,396,21.19,786.74,0.22,62.48,22.34,0.03,84.5,0.45,332.89,-0.59
2020,"Season B","Ruhango","yams",3558.06,477.54,20.31,789.87,0.3,68.16,21.45,0.09,97.88,0.56,331.2,-0.66
2021,"Season B","Ruhango","yams",3833.4,543.32,20.64,771.73,0.26,63.36,22,0.08,103.4,0.45,330.12,-0.45
2018,"Season B","Rulindo","banana",1330.58,2929.09,20.33,787.15,0.21,64.07,21.36,0.14,138.4,0.26,327.42,-0.53
2018,"Season B","Rulindo","banana",1887.28,6532.21,20.33,787.15,0.21,64.07,21.36,0.14,138.4,0.26,327.42,-0.53
2018,"Season B","Rulindo","banana",4573.29,11687.29,20.33,787.15,0.21,64.07,21.36,0.14,138.4,0.26,327.42,-0.53
2019,"Season B","Rulindo","banana",26402,8470,21.19,786.74,0.22,62.48,22.34,0.09,88.83,0.45,332.89,-0.59
2020,"Season B","Rulindo","banana",7608.99,993.03,20.31,789.87,0.3,68.16,21.45,0.31,107.67,0.56,331.2,-0.66
2020,"Season B","Rulindo","banana",8438.07,1864.93,20.31,789.87,0.3,68.16,21.45,0.31,107.67,0.56,331.2,-0.66
2020,"Season B","Rulindo","banana",13179.58,4655.5,20.31,789.87,0.3,68.16,21.45,0.31,107.67,0.56,331.2,-0.66
2021,"Season B","Rulindo","banana",9075,1825.62,20.64,771.73,0.26,63.36,22,0.14,122.78,0.45,330.12,-0.45
2021,"Season B","Rulindo","banana",8572.9,2149.74,20.64,771.73,0.26,63.36,22,0.14,122.78,0.45,330.12,-0.45
2021,"Season B","Rulindo","banana",13472.52,4609.72,20.64,771.73,0.26,63.36,22,0.14,122.78,0.45,330.12,-0.45
2018,"Season B","Rulindo","beans",5309.44,2189.28,20.33,787.15,0.21,64.07,21.36,0.14,138.4,0.26,327.42,-0.53
2018,"Season B","Rulindo","beans",4755.08,4291.72,20.33,787.15,0.21,64.07,21.36,0.14,138.4,0.26,327.42,-0.53
2019,"Season B","Rulindo","beans",8553,10228,21.19,786.74,0.22,62.48,22.34,0.09,88.83,0.45,332.89,-0.59
2020,"Season B","Rulindo","beans",3124.85,5047.61,20.31,789.87,0.3,68.16,21.45,0.31,107.67,0.56,331.2,-0.66
2020,"Season B","Rulindo","beans",4545.01,5047.61,20.31,789.87,0.3,68.16,21.45,0.31,107.67,0.56,331.2,-0.66
2021,"Season B","Rulindo","beans",3647.01,5375.42,20.64,771.73,0.26,63.36,22,0.14,122.78,0.45,330.12,-0.45
2021,"Season B","Rulindo","beans",4771.32,5236.96,20.64,771.73,0.26,63.36,22,0.14,122.78,0.45,330.12,-0.45
2018,"Season B","Rulindo","Cassava",5963.9,7778.7,20.33,787.15,0.21,64.07,21.36,0.14,138.4,0.26,327.42,-0.53
2019,"Season B","Rulindo","Cassava",15207,5459,21.19,786.74,0.22,62.48,22.34,0.09,88.83,0.45,332.89,-0.59
2020,"Season B","Rulindo","Cassava",16171.64,6535.8,20.31,789.87,0.3,68.16,21.45,0.31,107.67,0.56,331.2,-0.66
2021,"Season B","Rulindo","Cassava",16956.38,4050.54,20.64,771.73,0.26,63.36,22,0.14,122.78,0.45,330.12,-0.45
2018,"Season B","Rulindo","irish_potatoes",946.89,5603.97,20.33,787.15,0.21,64.07,21.36,0.14,138.4,0.26,327.42,-0.53
2019,"Season B","Rulindo","irish_potatoes",6734,1306,21.19,786.74,0.22,62.48,22.34,0.09,88.83,0.45,332.89,-0.59
2020,"Season B","Rulindo","irish_potatoes",6197.86,1078.91,20.31,789.87,0.3,68.16,21.45,0.31,107.67,0.56,331.2,-0.66
2021,"Season B","Rulindo","irish_potatoes",5325.84,993.85,20.64,771.73,0.26,63.36,22,0.14,122.78,0.45,330.12,-0.45
2018,"Season B","Rulindo","Maize",798.07,440.33,20.33,787.15,0.21,64.07,21.36,0.14,138.4,0.26,327.42,-0.53
2019,"Season B","Rulindo","Maize",1199,1095,21.19,786.74,0.22,62.48,22.34,0.09,88.83,0.45,332.89,-0.59
2020,"Season B","Rulindo","Maize",1068.53,1024.67,20.31,789.87,0.3,68.16,21.45,0.31,107.67,0.56,331.2,-0.66
2021,"Season B","Rulindo","Maize",1121.92,968.61,20.64,771.73,0.26,63.36,22,0.14,122.78,0.45,330.12,-0.45
2018,"Season B","Rulindo","Sorghum",2665.55,2185.54,20.33,787.15,0.21,64.07,21.36,0.14,138.4,0.26,327.42,-0.53
2019,"Season B","Rulindo","Sorghum",3710,3985,21.19,786.74,0.22,62.48,22.34,0.09,88.83,0.45,332.89,-0.59
2020,"Season B","Rulindo","Sorghum",3844.04,4089.21,20.31,789.87,0.3,68.16,21.45,0.31,107.67,0.56,331.2,-0.66
2021,"Season B","Rulindo","Sorghum",4322.94,4309.87,20.64,771.73,0.26,63.36,22,0.14,122.78,0.45,330.12,-0.45
2018,"Season B","Rulindo","soya",853.56,260.69,20.33,787.15,0.21,64.07,21.36,0.14,138.4,0.26,327.42,-0.53
2019,"Season B","Rulindo","soya",195,345,21.19,786.74,0.22,62.48,22.34,0.09,88.83,0.45,332.89,-0.59
2020,"Season B","Rulindo","soya",59.37,167.05,20.31,789.87,0.3,68.16,21.45,0.31,107.67,0.56,331.2,-0.66
2021,"Season B","Rulindo","soya",93.3,181.76,20.64,771.73,0.26,63.36,22,0.14,122.78,0.45,330.12,-0.45
2018,"Season B","Rulindo","sweet_potatoes",3503.8,19368.52,20.33,787.15,0.21,64.07,21.36,0.14,138.4,0.26,327.42,-0.53
2019,"Season B","Rulindo","sweet_potatoes",20391,2946,21.19,786.74,0.22,62.48,22.34,0.09,88.83,0.45,332.89,-0.59
2020,"Season B","Rulindo","sweet_potatoes",23322.33,3173.03,20.31,789.87,0.3,68.16,21.45,0.31,107.67,0.56,331.2,-0.66
2021,"Season B","Rulindo","sweet_potatoes",22961.73,3264.68,20.64,771.73,0.26,63.36,22,0.14,122.78,0.45,330.12,-0.45
2018,"Season B","Rulindo","vegetables",11477.53,6968.62,20.33,787.15,0.21,64.07,21.36,0.14,138.4,0.26,327.42,-0.53
2018,"Season B","Rulindo","vegetables",393.61,8468.07,20.33,787.15,0.21,64.07,21.36,0.14,138.4,0.26,327.42,-0.53
2019,"Season B","Rulindo","vegetables",3488,281,21.19,786.74,0.22,62.48,22.34,0.09,88.83,0.45,332.89,-0.59
2020,"Season B","Rulindo","vegetables",4613.9,543.09,20.31,789.87,0.3,68.16,21.45,0.31,107.67,0.56,331.2,-0.66
2021,"Season B","Rulindo","vegetables",4236.87,529.74,20.64,771.73,0.26,63.36,22,0.14,122.78,0.45,330.12,-0.45
2018,"Season B","Rulindo","yams",316.56,1771.69,20.33,787.15,0.21,64.07,21.36,0.14,138.4,0.26,327.42,-0.53
2019,"Season B","Rulindo","yams",847,116,21.19,786.74,0.22,62.48,22.34,0.09,88.83,0.45,332.89,-0.59
2020,"Season B","Rulindo","yams",975.8,138.85,20.31,789.87,0.3,68.16,21.45,0.31,107.67,0.56,331.2,-0.66
2021,"Season B","Rulindo","yams",1003.4,159.83,20.64,771.73,0.26,63.36,22,0.14,122.78,0.45,330.12,-0.45
2018,"Season B","Rusizi","banana",1861.77,4900.7,19.97,787.15,0.25,64.69,20.98,0,157.38,0.41,326,-0.7
2018,"Season B","Rusizi","banana",265.22,271,19.97,787.15,0.25,64.69,20.98,0,157.38,0.41,326,-0.7
2018,"Season B","Rusizi","banana",2119,6337.61,19.97,787.15,0.25,64.69,20.98,0,157.38,0.41,326,-0.7
2019,"Season B","Rusizi","banana",14931,3899,20.65,786.85,0.29,65.13,21.58,0.05,116.03,0.56,330.95,-0.7
2020,"Season B","Rusizi","banana",7711.84,731.22,20.05,789.84,0.27,68.38,21.15,0.06,117.6,0.7,328.77,-0.97
2020,"Season B","Rusizi","banana",2277.95,235.82,20.05,789.84,0.27,68.38,21.15,0.06,117.6,0.7,328.77,-0.97
2020,"Season B","Rusizi","banana",5955.17,2273.24,20.05,789.84,0.27,68.38,21.15,0.06,117.6,0.7,328.77,-0.97
2021,"Season B","Rusizi","banana",7258.17,961.91,19.93,771.9,0.29,67.76,20.99,0.06,173.28,0.58,327.88,-0.6
2021,"Season B","Rusizi","banana",2216.95,333.48,19.93,771.9,0.29,67.76,20.99,0.06,173.28,0.58,327.88,-0.6
2021,"Season B","Rusizi","banana",6361.66,1857.15,19.93,771.9,0.29,67.76,20.99,0.06,173.28,0.58,327.88,-0.6
2018,"Season B","Rusizi","beans",5812.97,3591.96,19.97,787.15,0.25,64.69,20.98,0,157.38,0.41,326,-0.7
2018,"Season B","Rusizi","beans",2080.61,1418.62,19.97,787.15,0.25,64.69,20.98,0,157.38,0.41,326,-0.7
2019,"Season B","Rusizi","beans",5668,7022,20.65,786.85,0.29,65.13,21.58,0.05,116.03,0.56,330.95,-0.7
2020,"Season B","Rusizi","beans",3207.65,4321.02,20.05,789.84,0.27,68.38,21.15,0.06,117.6,0.7,328.77,-0.97
2020,"Season B","Rusizi","beans",1968.17,2518.85,20.05,789.84,0.27,68.38,21.15,0.06,117.6,0.7,328.77,-0.97
2021,"Season B","Rusizi","beans",4668.87,6035.88,19.93,771.9,0.29,67.76,20.99,0.06,173.28,0.58,327.88,-0.6
2021,"Season B","Rusizi","beans",2243.01,2640.72,19.93,771.9,0.29,67.76,20.99,0.06,173.28,0.58,327.88,-0.6
2018,"Season B","Rusizi","Cassava",14231.66,55484.29,19.97,787.15,0.25,64.69,20.98,0,157.38,0.41,326,-0.7
2019,"Season B","Rusizi","Cassava",64224,17037,20.65,786.85,0.29,65.13,21.58,0.05,116.03,0.56,330.95,-0.7
2020,"Season B","Rusizi","Cassava",68272.63,16763.36,20.05,789.84,0.27,68.38,21.15,0.06,117.6,0.7,328.77,-0.97
2021,"Season B","Rusizi","Cassava",74377.49,14293.41,19.93,771.9,0.29,67.76,20.99,0.06,173.28,0.58,327.88,-0.6
2018,"Season B","Rusizi","irish_potatoes",83.72,112.38,19.97,787.15,0.25,64.69,20.98,0,157.38,0.41,326,-0.7
2019,"Season B","Rusizi","irish_potatoes",292,36,20.65,786.85,0.29,65.13,21.58,0.05,116.03,0.56,330.95,-0.7
2020,"Season B","Rusizi","irish_potatoes",262.16,32.44,20.05,789.84,0.27,68.38,21.15,0.06,117.6,0.7,328.77,-0.97
2021,"Season B","Rusizi","irish_potatoes",565.19,80.87,19.93,771.9,0.29,67.76,20.99,0.06,173.28,0.58,327.88,-0.6
2018,"Season B","Rusizi","Maize",699.25,639.53,19.97,787.15,0.25,64.69,20.98,0,157.38,0.41,326,-0.7
2019,"Season B","Rusizi","Maize",1489,1074,20.65,786.85,0.29,65.13,21.58,0.05,116.03,0.56,330.95,-0.7
2020,"Season B","Rusizi","Maize",1438.24,1099.16,20.05,789.84,0.27,68.38,21.15,0.06,117.6,0.7,328.77,-0.97
2021,"Season B","Rusizi","Maize",1659.77,1241.32,19.93,771.9,0.29,67.76,20.99,0.06,173.28,0.58,327.88,-0.6
2018,"Season B","Rusizi","Sorghum",11.96,4.38,19.97,787.15,0.25,64.69,20.98,0,157.38,0.41,326,-0.7
2019,"Season B","Rusizi","Sorghum",36,61,20.65,786.85,0.29,65.13,21.58,0.05,116.03,0.56,330.95,-0.7
2020,"Season B","Rusizi","Sorghum",42.55,59.3,20.05,789.84,0.27,68.38,21.15,0.06,117.6,0.7,328.77,-0.97
